verdict	cat	fix	tier	flags	manual	headword	reading	glossEn	llm_ko	stdict_def	manual_reason	category	classSource	band	id
o			3		Y(3)	分担	ぶんたん	taking on one's share (e.g. of work); dividing (work, expenses, etc.) between; apportionment; allotment	분담; 나누어 맡김	사물을 여러 단계로 나눔. 또는 그 단계.		3	llm	0	1503950
o			5			分裂	ぶんれつ	split; division; break up	분열; 분리			3	default	0	1504510
o			5			体調	たいちょう	physical condition; state of health; shape	건강 상태	얽어 만듦.		3	llm	0	1409610
o			5			崩壊	ほうかい	collapse; crumbling; breaking down; caving in	붕괴; 붕괴되다			3	default	0	1516280
o			5			部内	ぶない	the staff; inside the department	부서 내부	예전에, 행정 구역 단위였던 부의 구역 안.		3	llm	0	1499470
o			5			付属	ふぞく	being attached (to); being affiliated (to); belonging (to); going with	부속; 딸린	부탁하여 맡김.		3	llm	0	1602700
o			5			比率	ひりつ	ratio; proportion; percentage	비율; 비율			3	default	0	1483680
o			5			仕掛	しかけ	device; contrivance; mechanism; gadget	장치; 계략; 시작	육십사괘의 하나. 곤괘(坤卦)와 감괘(坎卦)가 거듭된 것으로 땅속에 물이 있음을 상징한다.		3	llm	0	1594100
o			5			砂糖	さとう	sugar	설탕	조선 시대에, 무리를 지어 떠돌아다니면서 노래와 춤을 파는 여자. 한자를 빌려 ‘寺黨/社黨/社堂’으로 적기도 한다.		3	llm	0	1291600
o			5			使途	しと	purpose for which money is spent; the way money is spent; how goods are used	사용 목적; 용도	선비로서 마땅히 지켜야 할 도리.		3	llm	0	1306150
o			3		Y(3)	仕方	しかた	way; method; means; resource	방식; 방법; 도리	이십사방위의 하나. 정남(正南)에서 동으로 30도 방위를 중심으로 한 15도 각도 안의 방향이다.		3	llm	0	1594110
o			5			仕事	しごと	work; job; labor; labour	일; 직업; 일거리	전라도 상모돌리기에서, 채나 부포를 한 장단에 여러 가지 방향으로 네 번 돌리는 동작.		3	llm	0	1304970
o			5			仕手	して	doer; performer; shite; protagonist	행위자; 주역; 투기꾼	사방의 변두리. 또는 그 경계.		3	llm	0	1305070
o			5			似顔	にがお	portrait; likeness	초상화; 닮은 모습	역사를 이해하는 안목.		3	llm	0	1314610
o			5			仕組	しくみ	structure; construction; arrangement; contrivance	구조; 장치; 방식	‘사’ 음을 주음으로 하여 구성된 곡조.		3	llm	0	1594180
o			5			四千	よんせん	four thousand; 4,000	숫자 4000	사철의 하늘. 곧 봄의 창천(蒼天), 여름의 호천(昊天), 가을의 민천(旻天), 겨울의 상천(上天)을 통틀어 이른다.		3	llm	0	1766960
o			3		Y(3)	三百	さんびゃく	300; three hundred; 300 mon; trifling amount	숫자 삼백	음력 정월에 사흘 동안 내린 눈을 이르는 말.		3	llm	0	1301490
o			5			三十日	みそか	last day of the month	그믐날; 월말일			3	default	0	1604510
o			5			三人	さんにん	three people	세 사람	중국 은나라 말기에 있었던 세 사람의 어진 사람. 미자(微子), 기자(箕子), 비간(比干)을 이른다.		3	llm	0	1301000
o			5			相手	あいて	companion; partner; company; other party	상대방; 상대	남보다 뛰어난 수나 솜씨. 또는 그런 수나 솜씨를 가진 사람.		3	llm	0	1401000
o			3		Y(3)	傷者	しょうしゃ	wounded person; casualty; injured person	부상자	→ 상좌.		3	llm	0	1345870
o			5			相場	そうば	market price; speculation (e.g. on stocks); reputation (according to conventional wisdom); estimation	시세; 시장 가격	광산에서 광 구덩이의 갱목과 띳장 사이에 끼워, 구덩이의 천장인 천판과 좌우에서 돌이나 흙이 떨어지지 아니하게 막는 나무. 갱목이나 천판보다 가는 나무를 쓴다.		3	llm	0	1401070
o			3		Y(3)	商売	しょうばい	trade; business; commerce; occupation	상업; 사업	익어서 떨어질 무렵의 매실나무 열매를 소금에 절인 것. 설사, 곽란, 중풍, 경간(驚癇), 유종(乳腫) 따위에 쓴다.		3	llm	0	1347200
o			5			社内	しゃない	within a company; in-house; within a shrine; shrine precincts	사내; 회사 내부	‘사나이’의 준말.		3	llm	0	1322930
o			5			生保	せいほ	life insurance; livelihood protection; public assistance; welfare	생명보험; 생활보장	삼보(三報)의 하나. 지금 세상에서 지은 선악에 따라 다음 세상에서 받는 인과응보를 이른다.		3	llm	0	1379500
o			3		Y(3)	書簡	しょかん	letter; note; epistle; correspondence	편지	조선 시대에, 의금부 안의 서쪽에 있던 옥사(獄舍). 주로 가벼운 죄를 지은 관리들을 가두었으며 영조 때에는 미결수를 가두었다.		3	llm	0	1343980
o			5			西日本	にしにほん	western Japan (usu. Chūbu region and westward)	서일본			3	default	0	1766670
o			5			夕方	ゆうがた	early evening (usu. from 3pm to 6pm); dusk	저녁 무렵; 해 질 녘	법에 의하여 구속하였던 사람을 풀어 자유롭게 하는 일. 체포나 구류 기간의 만료, 구류의 취소, 구류의 집행 정지, 보석 따위에 의하여 이루어진다.		3	llm	0	1542790
o			5			成金	なりきん	upstart; nouveau riche; new money; new rich	신흥 부자; 벼락부자	말이나 일의 보람이나 효력.		3	llm	0	1375660
o			5			省庁	しょうちょう	ministries and government offices; the authorities	일본의 정부 기관중 성, 청으로 불리는 기관;	세력이 있는 집의 하인끼리 뭉쳐 떼를 이룸.		3	llm	0	1351100
o			3		Y(3)	世界一	せかいいち	best in the world	세계 최고	전 세계적으로 태양과 지구 활동의 관측을 특히 강화하기로 한 날. 유성(流星)이 많이 나타나거나, 음력 상순처럼 특별히 태양이나 지구의 활동이 활발하여지는 날을 주로 택한다.		3	llm	0	1373880
o			5			世話	せわ	care; looking after; help; assistance	돌봄; 도움; 신세	세밀하게 그린 작은 그림이나 조그맣게 만든 공예품.		3	llm	0	1374300
o			5			世話人	せわにん	sponsor; manager; caretaker; go-between	후원자; 관리인; 보호자			3	default	0	1374340
o			5			小山	こやま	hill; knoll	작은 산; 언덕	임신 3개월 이후 저절로 낙태되는 일.		3	llm	0	1348160
o			5			消息筋	しょうそくすじ	informed circles	정보원; 소식통			3	default	0	1350260
o			5			素直	すなお	obedient; meek; docile; unaffected	순진함; 솔직함; 꾸밈없음	관리가 자기를 낮추어 이르는 일인칭 대명사.		3	llm	0	1397340
o			5			小説	しょうせつ	novel; story; (work of) fiction	소설	하찮거나 쓸모없는 변설(辯舌).		3	llm	0	1348430
o			5			手間	てま	time; labour; labor; effort	수고; 공들임	손수 글이나 편지를 씀. 또는 그 글이나 편지. 편지에서 손아랫사람에 대하여 쓰는 말이다.		3	llm	0	1327410
o			3		Y(3)	手口	てぐち	modus operandi; criminal technique; trick	수법; 수단	한약을 가공하는 방법의 하나. 소나 염소의 젖을 졸여서 한약재에 발라 젖이 다 스며들 때까지 볶거나 굽는다.		3	llm	0	1327590
o			3		Y(3)	受皿	うけざら	saucer; person (group, institution, etc.) to take over a position or matter; receptacle (e.g. of funds); receiver	받는 접시; 수용하는 사람/기관	→ 수멍.		3	llm	0	1329620
