verdict	cat	fix	tier	flags	manual	headword	reading	glossEn	llm_ko	stdict_def	manual_reason	category	classSource	band	id
o			5			格段	かくだん	dramatic (improvement); remarkable (difference); marked; noticeable	비약적; 현저함	사이를 막음.		3	llm	1	1205420
o			5			格付	かくづけ	rating; ranking; grading; classification	등급; 순위; 등급이나 순위를 매기는 것	허락과 거절을 아울러 이르는 말.		3	llm	1	1205480
o			5			格安	かくやす	(very) cheap; (very) inexpensive; cut-price; bargain (price)	매우 저렴함; 값싼	언덕을 사이에 두고 서로 떨어짐. 또는 그 언덕.		3	llm	1	1205280
o			5			見舞	みまい	visit (to someone affected by illness or misfortune); call; inquiry (about someone's health); expression of sympathy	문병; 위문	사신(四神)의 하나. 북쪽 방위를 지키는 신령을 상징하는 짐승을 이른다. 거북과 뱀이 뭉친 모습으로 형상화하였다.		3	llm	1	1604690
o			5			見物	けんぶつ	sightseeing; watching; viewing; sightseer	구경; 관람	명주실로 짠 물건을 통틀어 이르는 말.		3	llm	1	1260000
o			5			見所	みどころ	point worthy of note; good point; part worth seeing; highlight	볼거리; 장점; 기대할 점	검은 것과 흰 것.		3	llm	1	1611780
o			5			見合	みあい	(formal) meeting with a view to marriage; interview with a prospective spouse; correspondence; balance	만남; 혼인 목적의 만남; 맞선	서로 끌어당겨서 합쳐짐. 또는 합침.		3	llm	1	1259550
o			5			見当	けんとう	estimate; guess; conjecture; aim	짐작; 추정; 방향	당나라에 사신을 보냄.		3	llm	1	1259930
o			5			見栄	みえ	show; display; pretensions; appearances	외관; 체면; 허세	‘겨울’을 달리 이르는 말.		3	llm	1	1578350
o			5			係官	かかりかん	official in charge	담당관; 담당 공무원	둘 이상의 사람, 사물, 현상 따위가 서로 관련을 맺거나 관련이 있음. 또는 그런 관련.		3	llm	1	1249280
o			5			季語	きご	seasonal word (in haiku)	계절어 (하이쿠의 소재)			3	default	1	1222820
o			5			高率	こうりつ	high rate	높은 비율			3	default	1	1657240
o			5			高水準	こうすいじゅん	high level	높은 수준			3	default	1	1283640
o			5			古紙	こし	used paper; paper for recycling	헌 종이; 재생지	호박, 박, 가지, 고구마 따위를 납작납작하거나 잘고 길게 썰어 말린 것.		3	llm	1	1659930
o			5			古着	ふるぎ	old clothes; secondhand clothing	헌 옷; 중고 의류	물건 같은 것이 굳게 들러붙어 있음.		3	llm	1	1265850
o			5			高台	たかだい	high ground; elevation; hill; plateau	고지대; 높은 지대	예스럽고 아담하여 수수한 상태. 또는 그런 모습.		3	llm	1	1283740
o			5			谷間	たにま	valley; ravine; gorge; chasm	골짜기; 틈; 공백	→ 곳간.		3	llm	1	1416740
o			5			公共料金	こうきょうりょうきん	public utilities charge	공공요금			3	default	1	1273590
o			5			公民館	こうみんかん	public hall; community center; community centre	주민 회관; 커뮤니티 센터			3	default	1	1274780
o			5			空缶	あきかん	empty can	빈 깡통	학문이나 기술을 배우고 익힘.		3	llm	1	1245320
o			5			公司	コンス	company (in China); firm	회사	무당이 사람의 편에서 신에게 사정을 전하는 일.		3	llm	1	1273750
