verdict	cat	fix	tier	flags	manual	headword	reading	glossEn	llm_ko	stdict_def	manual_reason	category	classSource	band	id
o			4			陰湿	いんしつ	malicious; spiteful; vicious; wicked	음습함, 비열함	‘음습하다’의 어근.		2	default	3	1170360
o			4			恩赦	おんしゃ	amnesty; pardon	사면	나라에 경사가 있을 때에, 죄과가 가벼운 죄인을 풀어 주던 일.		2	default	1	1183180
o			4			温度	おんど	temperature	온도	따뜻함과 차가움의 정도. 또는 그것을 나타내는 수치. 물리적으로는 열평형을 특징짓고 열이 이동하는 경향을 나타내는 양이며, 미시적으로는 계(系)를 구성하는 입자가 가지는 에너지의 분포를 정하고 그 평균값의 표준이 되는 양이다.		2	default	0	1183510
o			4			下敷	したじき	desk pad; sheet of plastic (or cardboard, felt, etc.) placed under writing paper; underlay; being pinned under	하단에 까는 판, 밑에 깔린 것	예전에, 관청에서 백성에게 증명·허가·인가·면허 따위를 내주던 일.		2	default	1	1186260
o			4			佳作	かさく	fine (piece of) work; excellent work; work that receives an honourable mention	우수한 작품	매우 뛰어난 작품.		2	default	1	1189760
o			4			加速度	かそくど	acceleration	가속도	일의 진행에 따라 점점 더해지는 속도. 또는 그렇게 변하는 속도.		2	default	3	1190390
o			4			夏場	なつば	summertime; summer season	여름철	책 따위의 내용에서, 아랫장 또는 다음 장.		2	default	1	1191510
o			4			家業	かぎょう	family business; family trade; one's occupation; one's trade	가업, 집안의 사업	대대로 물려받는 집안의 생업.		2	default	1	1191840
o			4			家主	やぬし	landlord; landlady; house owner; home owner	집주인	한집안의 주인.		2	default	1	1191990
o			4			科学	かがく	science; to think about scientifically; to think in terms of science	과학	보편적인 진리나 법칙의 발견을 목적으로 한 체계적인 지식. 넓은 뜻으로는 학(學)을 이르고, 좁은 뜻으로는 자연 과학을 이른다.		2	default	0	1192700
o			4			科学者	かがくしゃ	scientist	과학자	과학을 전문으로 연구하는 사람. 주로 자연 과학을 연구하는 사람을 이른다.		2	default	0	1192750
o			4			果樹	かじゅ	fruit tree	과수	열매를 얻기 위하여 가꾸는 나무를 통틀어 이르는 말.		2	default	2	1192970
o			4			果樹園	かじゅえん	orchard; fruit farm	과수원	과실나무를 심은 밭. 흔히 먹을 수 있는 열매를 얻기 위하여 배나무, 감나무, 밤나무, 대추나무 따위를 가꾼다.		2	default	3	1192980
o			4			歌会	うたかい	poetry party; tanka competition; gathering of tanka poets	노래 모임, 시회	노래를 들으며 비평하는 모임.		2	default	3	1193220
o			4			歌心	うたごころ	(waka) poetic sentiment; waka-composing mood; solid grounding in waka; meaning of a waka poem	시적 감성, 노래의 정서	시가의 내용에 들어 있는 뜻.		2	default	3	1193330
o			4			歌姫	うたひめ	songstress; diva	가수, 디바	젊고 아리따운 여자.		2	default	3	1193410
o			4			歌謡	かよう	song; ballad	가요	널리 대중이 즐겨 부르는 노래.		2	default	1	1193450
o			4			稼業	かぎょう	trade; business; occupation; profession	생업, 직업	광산 운영에서, 광물을 캐는 작업을 진행하는 일.		2	default	3	1194470
o			4			過言	かごん	exaggeration; overstatement; saying too much; misstatement	과장, 지나친 말	지나치게 말을 함. 또는 그 말.		2	default	1	1196080
o			4			過大	かだい	excessive; too much; unreasonable	지나침, 과도함	정도가 지나치게 큼.		2	default	1	1196250
o			4			過保護	かほご	overprotective; excessive care; overprotection; overprotectiveness	과보호	부모가 어린아이를 지나치게 보호함.		2	default	3	1196440
o			4			怪獣	かいじゅう	monster	괴수	괴상하게 생긴 짐승.		2	default	1	1200280
o			4			戒告	かいこく	admonition; warning; caution	경고, 훈계	일정한 기간 안에 행정상의 의무를 이행하지 않을 경우에, 강제 집행 한다는 내용을 문서로 알리는 일.		2	default	2	1200680
o			4			改修	かいしゅう	repair; improvement	개수, 보수	고쳐서 바로잡거나 다시 만듦.		2	default	1	1200880
o			4			開業	かいぎょう	opening a business; opening a practice	개업	영업을 처음 시작함.		2	default	1	1202600
o			4			開業医	かいぎょうい	private clinician; physician in private practice	개업의	자신의 병원이나 의원을 경영하며 진료하는 의사.		2	default	1	1202610
o			4			階層	かいそう	class; level; stratum; layer	층, 단계, 계층	사회적 지위가 비슷한 사람들의 층.		2	default	1	1203080
o			4			街角	まちかど	street corner	거리 모퉁이	거리의 한 모서리.		2	default	1	1204580
o			4			街道	かいどう	highway (esp. one existing from the Edo period); main road; highway (e.g. to success); path (to becoming ...)	가도, 주요 도로	큰 길거리.		2	default	1	1204650
o			4			街路	がいろ	road; street; avenue	가로, 거리	시가지의 넓은 도로. 일반적으로 교통안전을 위하여 차도(車道)와 보도(步道)로 구분되어 있다.		2	default	2	1204660
o			4			街路樹	がいろじゅ	roadside trees	가로수	거리의 미관(美觀)과 국민 보건 따위를 위하여 길을 따라 줄지어 심은 나무.		2	default	2	1204680
o			4			隔絶	かくぜつ	isolation; separation; remoteness; seclusion	격리, 단절	서로 사이가 떨어져서 연락이 끊어짐.		2	default	3	1206390
o			4			葛藤	かっとう	conflict; complication; troubles; discord	갈등, 충돌	칡과 등나무가 서로 얽히는 것과 같이, 개인이나 집단 사이에 목표나 이해관계가 달라 서로 적대시하거나 충돌함. 또는 그런 상태.		2	default	1	1208780
o			4			乾燥	かんそう	dryness; aridity; drying (e.g. clothes); dehydration	건조함, 마름	‘건조’의 원말.		2	default	1	1209920
o			4			官公庁	かんこうちょう	government and municipal offices; public agencies	관공서, 공공기관	관청과 공청을 아울러 이르는 말.		2	default	1	1211680
o			4			干潟	ひがた	tidal flat; tideland	갯벌	밀물 때는 물에 잠기고 썰물 때는 물 밖으로 드러나는 모래 점토질의 평탄한 땅. 펄 갯벌, 혼성 갯벌, 모래 갯벌 따위가 있으며 생물상이 다양하게 분포한다.		2	default	1	1212030
o			4			感嘆	かんたん	admiration; wonder; astonishment	감탄, 경탄	마음속 깊이 느끼어 탄복함.		2	default	3	1212490
o			1	cat-mismatch	Y(1)	慣行	かんこう	customary practice; habit; traditional event	관례, 관습	오래전부터 해 오는 대로 함. 또는 관례에 따라서 함.		2	default	0	1212680
o			4			敢行	かんこう	decisive action; going through with; daring to do; carrying out	감행, 실행	과감하게 실행함.		2	default	2	1212880
o			4			監修	かんしゅう	(editorial) supervision; general editorship; supervising director	감수	책의 저술이나 편찬 따위를 지도하고 감독함.		2	default	1	1213710
o			4			鑑賞	かんしょう	appreciation (of art, music, poetry, etc.)	감상	주로 예술 작품을 이해하여 즐기고 평가함.		2	default	1	1215200
o			4			間隔	かんかく	space; interval; space character; whitespace	간격, 사이	공간적으로 벌어진 사이.		2	default	1	1215380
o			4			間接	かんせつ	indirection; indirectness	간접	중간에 매개(媒介)가 되는 사람이나 사물 따위를 통하여 맺어지는 관계.		2	default	1	1215520
o			4			陥没	かんぼつ	cave-in; collapse; sinking; depression (e.g. of the skull)	함몰, 붕괴	사물이나 신체의 일부가 아래나 안쪽으로 빠지거나 꺼져 내려앉음.		2	default	2	1216140
o			4			疑念	ぎねん	doubt; suspicion; misgivings; scruples	의심, 의혹	의심스러운 생각.		2	default	1	1225620
o			4			丘陵	きゅうりょう	hill; hillock; rolling hills; foothills	구릉지	땅이 비탈지고 조금 높은 곳.		2	default	1	1227320
o			4			宮廷	きゅうてい	imperial court; royal court	궁정, 황실	임금이 거처하는 집.		2	default	1	1228460
o			4			弓道	きゅうどう	kyūdō; kyudo; Japanese archery	궁도	활을 쏘는 기술을 닦는 일.		2	default	3	1228540
o			4			求道	きゅうどう	seeking after truth	진리를 구함	진리나 종교적인 깨달음의 경지를 구함.		2	default	3	1229560
o			4			去就	きょしゅう	leaving or staying; (one's) course of action; (one's) position; (one's) attitude	처지, 태도	사람이 어디로 가거나 다니거나 하는 움직임.		2	default	1	1231670
o			4			巨額	きょがく	huge sum (esp. of money); enormous sum; massive amount	거액	아주 많은 액수의 돈.		2	default	0	1231950
o			4			巨漢	きょかん	giant	거대한 체격	몸집이 매우 큰 사내.		2	default	3	1231960
o			4			巨匠	きょしょう	master; masterhand; maestro	거장	예술, 과학 따위의 어느 일정 분야에서 특히 뛰어난 사람.		2	default	1	1232060
o			4			巨人	きょじん	giant; great man; Tokyo Giants (baseball team)	거인, 거장	몸이 아주 큰 사람.		2	default	0	1232090
o			4			巨星	きょせい	giant star; great person; giant; superstar	거성, 거물	에이치아르도에서 오른편 위쪽에 자리하는 항성. 지름과 절대 광도가 주계열(主系列)의 별보다 크다. 안타레스, 알데바란, 카펠라 따위가 있다.		2	default	3	1232110
o			4			巨体	きょたい	huge body; large build	거대한 몸집	거대한 몸집.		2	default	2	1232170
o			4			巨大	きょだい	huge; gigantic; enormous	거대함, 막대함	엄청나게 큼.		2	default	0	1232180
o			4			巨費	きょひ	enormous expenditure; huge expense; huge outlay; great cost	막대한 비용	많은 비용.		2	default	3	1232270
o			4			巨利	きょり	huge profit	큰 이익	큰 이익.		2	default	3	1232330
