verdict	cat	fix	tier	flags	manual	headword	reading	glossEn	llm_ko	stdict_def	manual_reason	category	classSource	band	id
o			5			邦楽	ほうがく	Japanese music (esp. traditional Japanese music)	일본 전통 음악			3	default	1	1518230
o			5			配列	はいれつ	arranging; ordering; sequencing; lining up	배열, 순서			3	default	1	1473220
o			5			背番号	せばんごう	number on the back of a player's uniform; uniform number; shirt number; squad number	등번호			3	default	1	1472850
o			5			配信	はいしん	distribution (of information, news, etc.); broadcast; delivery; transmission	배포, 방송, 전송	믿음이나 의리를 저버림.		3	llm	1	1639050
o			5			俳人	はいじん	haiku poet	하이쿠 시인			3	default	1	1471920
o			5			白星	しろぼし	white circle; white star; victory mark; victory	흰 동그라미, 흰 별, 스모 경기에서 승리	나라의 근본을 이루는 일반 국민을 예스럽게 이르는 말.		3	llm	1	1841410
o			5			背広	せびろ	business suit	정장	불보살의 몸 뒤로부터 내비치는 빛.		3	llm	1	1472740
o			5			番付	ばんづけ	ranked list (entertainers, sumo wrestlers, millionaires, etc.); program (e.g. theatre)	순위 목록, 프로그램	예전에, 한 나라의 행정 구역 가운데 복속한 지방이나 지역을 이르던 말. 우리나라는 육진(六鎭), 중국 청나라는 몽골, 칭하이(靑海), 신장(新彊), 티베트 따위였다.		3	llm	1	1482400
o			5			兵隊	へいたい	armed forces; military; troops; (common) soldier	병사, 군대			3	default	1	1506590
o			5			保健婦	ほけんふ	(female) public health nurse	보건 간호사			3	default	1	1513430
o			5			普段着	ふだんぎ	everyday clothes; ordinary clothes; casual wear; informal dress	평상복			3	default	1	1602740
o			5			保育所	ほいくしょ	nursery school; day care center; day nursery	유치원, 보육원			3	default	1	1583990
o			5			復元	ふくげん	restoration (to the original state or location); reconstruction; restitution	복원, 원상회복	웃어른에게 엎드려 공손히 원함.		3	llm	1	1500770
o			5			福助	ふくすけ	large-headed dwarf statue, bringer of good luck	복을 가져오는 작은 조각상	변조되어 있는 반송파 가운데서 본디의 신호를 가려냄. 변조 방법에 따라 그 방법이 다양하다.		3	llm	1	1826440
o			3		Y(3)	本省	ほんしょう	ministry proper; home office; head office; this ministry	본부, 본청	성(姓)을 고치기 이전에 본디 가졌던 성.		3	llm	1	1522670
o			5			本屋	ほんや	bookstore; bookshop; publisher; main building	서점			3	default	1	1522240
o			5			本腰	ほんごし	strenuous effort; earnestness; seriousness	본격적인 노력, 진지함			3	default	1	1522550
o			5			本場	ほんば	home (of something); place famous for its ...; center (e.g. of manufacture); best place (for)	본고장, 중심지			3	default	1	1522690
